id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
597183811153610009,Cozy Chalet - close to the beach,7654698,May,Hoek van Holland,Strand en Duin,51.9931,4.12838,Entire home/apt,90,2,38,2024-06-08,1.41,1,265,9,
597733126219996722,Knus en creatief vakantiehuisje aan zee!,350118264,Barry,Hoek van Holland,Strand en Duin,51.99106,4.12842,Entire home/apt,99,3,4,2023-06-19,0.17,1,275,0,
598498435374781903,Colorful Family House with Garden. For Cat Lovers,24698524,Marten,Delfshaven,Middelland,51.91296,4.4627,Entire home/apt,179,3,8,2023-08-14,0.34,1,8,4,0599 E187 C318 8675 BF6C
602658219669103193,Unieke loft in rijksmonument Villa van Waning,10986147,Vincent,Feijenoord,Feijenoord,51.91190719604492,4.509026050567627,Entire home/apt,140,2,22,2024-06-10,0.82,1,141,4,0599 FF7A 9EBA 6DDF 0068
603992672321393922,Beautiful urban design apartment,49928574,Sven,Noord,Blijdorp,51.93119,4.46378,Entire home/apt,,5,10,2023-04-29,0.37,1,0,0,0599 4F55 2A3D 6A32 7DB8
607192724337312722,Spacious apartment close to Central Station,9490995,Cordula,Noord,Liskwartier,51.93708,4.47289,Entire home/apt,108,4,11,2024-04-21,0.43,1,31,2,0599 7988 F134 692A 4A8D
613007541473859207,Studio Witte de Withstraat Rotterdam(top location),131630024,Sinbad,Rotterdam Centrum,Cool,51.91507,4.47713,Entire home/apt,125,1,26,2024-06-09,1.01,4,68,1,Exempt
613316889617485043,II 1 room 5 minutes from central station & centre,4961550,Urbian,Rotterdam Centrum,Oude Westen,51.9197,4.4695,Private room,60,2,62,2024-06-22,2.38,7,249,19,0599 CF11 66B5 DF0B D739
615556887341708326,Sunny & Modern Family Home with Spacious Garden,302893992,Michiel,Hillegersberg-Schiebroek,Molenlaankwartier,51.95741,4.50409,Entire home/apt,151,3,3,2022-08-08,0.13,11,28,0,0599 62F9 E648 076B 6695
616328433412831832,Spacious Apartment with Balcony,302893992,Michiel,Charlois,Tarwewijk,51.89263,4.48121,Entire home/apt,,2,21,2023-08-25,0.82,11,0,10,0599 BD91 7354 FC26 5545
618134657868058435,Ruim privé-appartement in het stadscentrum/westen,12292295,Sam,Delfshaven,Nieuwe Westen,51.91564,4.45147,Entire home/apt,,2,23,2023-11-19,0.91,1,0,5,0599 EABF 0BA2 873D 82EB
620703496518420168,"Bright, hip apartment in the centre of Rotterdam",38239455,Janneke,Rotterdam Centrum,Stadsdriehoek,51.92244,4.487066,Entire home/apt,,21,2,2023-08-17,0.09,1,1,1,0599 7BE1 1B10 927F F091
621552853246445875,"Modern family house with gym, game room and bar.",457890310,Bregje,Kralingen-Crooswijk,Kralingen Oost,51.927521,4.51706,Entire home/apt,,3,7,2022-08-14,0.29,1,0,0,0599d8b4d41a7f599c50
622919454811541383,Dreamy condo in West Rotterdam with sunny patio,6210192,Libby,Delfshaven,Middelland,51.91361,4.4604,Entire home/apt,171,2,11,2024-05-21,0.43,1,4,5,0599 c0fc 1015 fbaf d3fd
624341839693773283,Gezellig tiny house / surf shack aan het strand,23702822,Brigitte,Hoek van Holland,Strand en Duin,51.990147,4.126362,Entire home/apt,,3,19,2024-06-09,0.75,1,2,5,
625374953471376360,Lovely apartment near Rotterdam city centre!,18886668,Ronald,Kralingen-Crooswijk,Nieuw Crooswijk,51.93566,4.49368,Entire home/apt,145,2,18,2023-10-01,0.72,1,13,10,0599 1B3D 6334 BC04 1D58
625385106252351020,"Cozy apartment in historic Delfshaven, Rotterdam",450897079,Mirjam,Delfshaven,Tussendijken,51.913822,4.438193,Entire home/apt,,5,4,2022-09-05,0.16,1,0,0,0599 3FD1 BBB3 3FCC 804A
626033423047020529,Studio floor in Rotterdam-Noord in front of canal,16080777,Sevim,Noord,Agniesebuurt,51.93233,4.47385,Entire home/apt,271,20,13,2022-07-11,0.52,2,332,0,0599 B71E 378D 56FF 1829
626448293888034169,Ground floor apartment with garden in Blijdorp,107217116,Rolf,Noord,Blijdorp,51.930218,4.461799,Entire home/apt,,3,8,2022-10-01,0.32,1,0,0,0599 39E9 EE2A C68D 80EE
628239416422751653,Lovely located quiet condo,16043377,Kim,Delfshaven,Delfshaven,51.906136,4.448751,Entire home/apt,110,2,9,2023-09-10,0.37,1,163,1,0599 B981 A4C3 ED6C 9059
629482526491840450,Apartment with free bicycle & kingsize bed,459699013,Nick,Noord,Bergpolder,51.93893,4.4656,Entire home/apt,119,2,9,2023-09-01,0.45,1,7,5,0599 3F4C 523F 3E17 F368
632434171930775338,B&B Berglust,190472275,Lonneke,Hillegersberg-Schiebroek,Hillegersberg Noord,51.95517,4.49092,Entire home/apt,106,2,25,2024-05-13,1.07,1,21,10,0599 B74A E79B D328 F290
633973471516582395,"Knusse kamer, rustige buurt, nabij het centrum.",24482474,Laïla,Kralingen-Crooswijk,Rubroek,51.9299,4.49253,Private room,47,14,26,2024-06-07,1.04,2,354,8,0599 9B31 B196 1B9D A062
635252436876455453,Nice apartmen/room in quiet neighborhood for women,461025453,Kanu,IJsselmonde,Lombardijen,51.88034,4.52758,Private room,,3,10,2023-06-19,0.40,1,0,0,059917CD968EC5FFD220
639460483132899870,Family house in Katendrecht with free parking,201832483,Daphne,Feijenoord,Katendrecht,51.90054,4.48675,Entire home/apt,,3,8,2023-08-04,0.34,1,0,5,059919535788BE1F448D
640167632394240777,Gezellig & luxe appartement op het Noordereiland,360032373,Daan,Feijenoord,Noordereiland,51.91516482955918,4.500242049737557,Entire home/apt,,3,8,2024-02-01,0.34,1,0,5,0599 ADD4 DA3D 25E4 07D0
640250262007367814,Comfortabele dijkwoning aan rand stad en natuur,462162143,Joey En Linda,Overschie,Overschie,51.93634,4.41933,Entire home/apt,185,5,10,2023-09-06,0.42,1,20,4,05992229D32A5AA5BD9D
640265885455169752,Lovely apartment right in the heart of Rotterdam,31587648,Sheena,Rotterdam Centrum,Stadsdriehoek,51.92411,4.48542,Entire home/apt,,2,12,2024-05-28,0.49,1,0,5,05991E53221ED90270BB
643138885703405192,Lovely studio apartment with terrace,53194872,Anastasia,Delfshaven,Middelland,51.91291,4.46202,Entire home/apt,,2,26,2024-06-21,1.19,1,0,16,0599 4880 2805 5A36 117C
643202318960548266,Nice & cozy place near Rotterdam center!,350290596,Louise & Jamal,Delfshaven,Nieuwe Westen,51.91773668737747,4.450227655470371,Entire home/apt,148,5,37,2024-06-06,1.57,1,27,19,0599 06B9 9B16 280D BEBE
643265910831798973,Longstay >30 nachten Loft 189 M2 in Rotterdam,20503928,Dick,Feijenoord,Kop van Zuid - Entrepot,51.9110589,4.4986595,Entire home/apt,286,31,3,2024-03-29,0.13,1,267,1,0599 3178 678A 92FD E44B
643803651483626774,Fully equipped apartment in Rotterdam,259426362,Sha,Feijenoord,Bloemhof,51.89424,4.49628,Entire home/apt,91,3,22,2023-08-26,1.01,1,93,5,0599 0169 3C86 6D2C FC99
643990348346812792,WitteDeWit Floating City Studio,323938482,Dila,Rotterdam Centrum,Cool,51.9152272,4.4760329,Entire home/apt,,6,3,2023-05-13,0.13,3,0,0,0599D0B790FEBB457342
645510482091510278,Studio floor with own kitchen & toilet - central,16080777,Sevim,Noord,Agniesebuurt,51.93126,4.47432,Entire home/apt,116,7,16,2024-04-03,0.65,2,144,3,0599 B71E 378D 56FF 1829
648246966959582101,Boutique appartement in Rotterdam,203470340,Jenneke,Delfshaven,Nieuwe Westen,51.91292708176567,4.449560888360606,Entire home/apt,122,3,1,2022-09-03,0.05,1,12,0,0599 027B 1743 1EA5 1CEC
650334840652559985,Stylish Family House with Garden in Blijdorp,4926243,Tim,Noord,Blijdorp,51.92801559999999,4.4584716,Entire home/apt,,2,11,2023-08-04,0.47,1,0,3,0599 5D5D DD44 FD78 1DDF
652816977794950690,Lovely private double bedroom in Rotterdam Centre,465031603,Ibrahima,Rotterdam Centrum,Cool,51.9202649,4.473066999999999,Private room,84,1,60,2024-06-13,2.75,1,61,25,0599 3C5D 5A00 290B 6829
654879930536336314,"Spacious two bedroom apartment, amazing location!",49060485,Laura,Noord,Bergpolder,51.93252,4.46638,Entire home/apt,,3,16,2023-08-29,0.66,1,0,10,0599 7798 3D5B E0FB 5E8F
655664440007957427,Beautiful 1 bedroom apartment with kitchen nr.11,88108496,Vyash,Noord,Provenierswijk,51.92835,4.46989,Entire home/apt,115,1,53,2024-05-12,2.29,11,338,34,Exempt
655670724510957166,Beautiful 1 bedroom apartment with kitchen nr.3,88108496,Vyash,Noord,Provenierswijk,51.92667,4.46966,Entire home/apt,99,1,35,2024-06-06,1.58,11,331,25,Exempt
658683026518713780,2 person apartment with garden close to Ahoy,45890676,Jeroen,Feijenoord,Bloemhof,51.89409,4.49598,Entire home/apt,,2,14,2023-09-17,0.59,1,0,6,05999A9BC24907F79618
661342907535233331,Great 2 Bedroom Serviced Apartment 69m2 -LH18-,448782489,Martijn,Kralingen-Crooswijk,Rubroek,51.92583,4.4860095,Entire home/apt,140,30,19,2024-05-10,0.82,28,139,13,0599 2B01 14EA 7C61 E9E4
662318010075233251,groot familie huis met patio.,193712118,Sjoerd,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.9451264,4.4736101,Entire home/apt,150,5,2,2022-08-18,0.09,1,21,0,0599 E6AD 87D3 8496 5B48
662803500465693906,Cheerful 2-bedroom home - free parking on premises,61103324,Oane,Overschie,Kleinpolder,51.93134,4.43226,Entire home/apt,,7,4,2023-01-02,0.17,1,0,0,0599 D71A 7F62 9197 BD4D
662817331360288707,Large sunny corner appartement in city center,31194070,Lotte,Noord,Provenierswijk,51.92697,4.46482,Entire home/apt,,3,6,2022-08-28,0.25,1,0,0,0599 E4C1 2067 7719 59D0
662891811673186604,Tremendous 2 Bed Serviced Apartment 79m2 -LH22-,448782489,Martijn,Kralingen-Crooswijk,Rubroek,51.925907,4.4856809,Entire home/apt,140,30,16,2024-06-22,0.69,28,173,8,0599 2B01 14EA 7C61 E9E4
663613276651400106,Tastefully 2 Bed Serviced Apartment 76m2 -KB22-,448782489,Martijn,Kralingen-Crooswijk,Rubroek,51.9262352,4.4857625,Entire home/apt,120,30,35,2024-03-15,1.53,28,0,18,0599 2B01 14EA 7C61 E9E4
663671219932713780,Spacious 2 bedroom apartment in central Rotterdam,49182338,Julian,Kralingen-Crooswijk,Rubroek,51.92571,4.49144,Entire home/apt,175,4,2,2023-06-19,0.09,1,143,0,0599 821D 3000 2E78 5CD8
664508126653261202,Spacious city center apartment with roof terrace,72694637,Machtelt,Rotterdam Centrum,Stadsdriehoek,51.922348201160794,4.488537646830082,Entire home/apt,,4,8,2024-05-23,0.33,1,0,3,0599 C35B 3804 DE8A 6DE1
666467266453055585,"Hostel dorm, private entrance and bathroom (max 6)",131630024,Sinbad,Rotterdam Centrum,Cool,51.91577925802065,4.477546799999992,Shared room,42,1,73,2024-06-11,3.08,4,84,41,Exempt
667268799388936146,Geweldig centraal gelegen appartement in centrum,15220951,Wouter,Noord,Bergpolder,51.9324,4.46398,Entire home/apt,,2,7,2024-06-15,0.30,1,0,1,0599 122B DD62 8569 326E
667330927825892889,Lovely 2 Bedroom Serviced Apartment 90m2 -LK20-,448782489,Martijn,Kralingen-Crooswijk,Rubroek,51.925928,4.485672999999999,Entire home/apt,129,30,31,2024-06-13,1.31,28,161,16,0599 2B01 14EA 7C61 E9E4
668445111085454402,Quality 2 Bedroom Serviced Apartment 72m2 -VP2A-,448782489,Martijn,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.9427523,4.4807795,Entire home/apt,140,30,12,2024-05-27,0.58,28,282,4,0599 2B01 14EA 7C61 E9E4
668449538165430043,Knusse caravan met privé tuin aan zee!,234760895,Joachim,Hoek van Holland,Strand en Duin,51.98885,4.12833,Entire home/apt,114,2,39,2024-05-26,1.70,1,165,16,
668460259668862550,Distinct 2 bedroom Serviced Apartment 84m2 -VP2D-,448782489,Martijn,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.94295,4.48106,Entire home/apt,130,30,23,2024-05-12,1.07,28,157,15,0599 2B01 14EA 7C61 E9E4
668460386792399595,Spacious 2 Bedroom Serviced Apartment 77M2 -VP2B-,448782489,Martijn,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.9427523,4.4807795,Entire home/apt,140,30,15,2024-06-03,0.69,28,238,4,0599 2B01 14EA 7C61 E9E4
668468155879652706,Premium 2 Bedroom Serviced Apartment 71M2 -VP2C-,448782489,Martijn,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.9427523,4.4807795,Entire home/apt,140,30,12,2023-08-29,0.58,28,226,3,0599 2B01 14EA 7C61 E9E4
668850617615301866,Trendy 2 Bedroom Serviced Apartment 69m2 -LH20-,448782489,Martijn,Kralingen-Crooswijk,Rubroek,51.92592,4.485990399999999,Entire home/apt,140,30,34,2024-05-27,1.44,28,165,16,0599 2B01 14EA 7C61 E9E4
669537290554617827,Familyhouse close to center & garden/roof terrace.,40718944,Tom,Delfshaven,Nieuwe Westen,51.91384,4.45177,Entire home/apt,195,5,4,2024-05-11,0.17,1,7,3,0599 6C7C C941 EF67 AC92
670084001498591218,"Fijne grote woning met prachtige, ruime tuin!",138300618,Lotte,Rozenburg,Rozenburg,51.9054,4.23867,Entire home/apt,199,2,9,2024-05-20,0.42,1,276,3,
670094189131873152,Gezellige woning met zonnige tuin!,23242108,Joyce,Charlois,Oud Charlois,51.89073279999999,4.4679434,Entire home/apt,140,3,5,2024-04-14,0.22,1,8,1,0599 A8CE EC48 6A51 3ABD
673074779503598323,Stylish 2 Bedroom Serviced Apartment 65m2 -LK22D-,448782489,Martijn,Kralingen-Crooswijk,Rubroek,51.9258506,4.485583699999999,Entire home/apt,129,30,19,2024-06-22,0.82,28,161,6,0599 2B01 14EA 7C61 E9E4
674305790933937169,City Center WittedeWit Floating Studio Edward,323938482,Dila,Rotterdam Centrum,Cool,51.91597,4.47638,Entire home/apt,73,5,3,2023-05-01,0.13,3,67,0,0599 13AE A760 923B 4EE0
676575951920291516,FabulousWaterside Apartment close to city and park,470335035,Sharlene,Delfshaven,Schiemond,51.90339186617946,4.463016902130117,Entire home/apt,139,2,27,2024-05-28,1.18,1,35,13,059922C972FFA9360DBF
677249930265908052,Cosy Room in Rotterdam West,59737415,Lisette,Delfshaven,Oud Mathenesse,51.91787,4.42022,Private room,33,23,2,2023-09-30,0.17,1,65,2,0599 70D4 9E49 2F4E 468E
677505361881711367,Apartment in city centre of Rotterdam,36607404,Lex,Kralingen-Crooswijk,Rubroek,51.9250471,4.4906048,Entire home/apt,,4,2,2023-06-16,0.09,1,0,0,0599 4FFA C8A5 6BA6 AFD2
679022208455442835,"Special stay on Rotterdams Nature-boat ""Appa""",319532675,Stan,Feijenoord,Kop van Zuid - Entrepot,51.90898712544832,4.4992807185241634,Entire home/apt,216,2,3,2022-08-09,0.13,1,279,0,0599760378C1FAF7B934
679694365979924395,Large appartment in Rotterdam,34000049,Axelle,Noord,Blijdorp,51.937,4.46211,Entire home/apt,,3,9,2024-06-09,0.41,1,0,5,0599 5B19 11A3 F541 BA53
680167606466044280,Lovely sunny 1-bedroom in Rotterdam,214709669,Basel,Charlois,Zuiderpark,51.87907,4.47134,Private room,,7,6,2023-06-16,0.26,1,0,0,0599 222D BCD8 98D7 305F
680940740165109573,Spacious apartment on Rotterdam's scenic canal,149930558,Roel,Delfshaven,Tussendijken,51.914,4.44526,Entire home/apt,140,2,3,2023-06-17,0.19,1,249,0,0599 AA90 3AED 14BE 002E
681794898974448513,010 Studio City Center Rotterdam,114538523,Fatima,Kralingen-Crooswijk,Rubroek,51.92817852195139,4.4903474582459335,Entire home/apt,130,1,37,2024-06-23,1.60,1,345,6,0599 3659 F389 9052 8456
684493108403491333,Appartement Rotterdam noord,169488934,Elsemarijn,Noord,Bergpolder,51.93208,4.46877,Entire home/apt,130,2,44,2024-05-22,1.96,1,124,15,0599 1857 746C 7C41 2DEF
685509540578223517,Apartement at Rotterdam nearby City Center!,302893992,Michiel,Noord,Bergpolder,51.93293,4.46794,Entire home/apt,145,3,23,2024-04-28,1.05,11,59,17,0599 A611 B6CD 695A 2EDF
686204744935169920,Knus huisje aan het strand van Hoek van Holland,473321782,Marja,Hoek van Holland,Strand en Duin,51.988933535999955,4.126855536718111,Entire home/apt,146,3,16,2023-09-14,1.08,1,87,10,
686937313215859940,Spacious design family home in Rotterdam,81713324,Eefje,Kralingen-Crooswijk,Nieuw Crooswijk,51.93706,4.49463,Entire home/apt,,4,4,2022-11-27,0.19,1,0,0,05997AB711D06F623F80
688319319874947398,Modern 1bedroom apartment near famous Binnenweg,277826200,Bastiaan,Delfshaven,Nieuwe Westen,51.91162,4.45518,Entire home/apt,119,3,7,2024-05-08,0.34,1,331,4,0599 156E 9022 C8C8 F57A
689061583307024672,Prachtige moderne studio in centrum Rotterdam,18903336,Edwin,Noord,Oude Noorden,51.93371,4.48046,Entire home/apt,101,2,103,2024-06-10,4.89,1,316,60,0599 F225 F32E 10FF FF1E
689608563465337074,Het leukste plekje in Rotterdam.,15427954,Camiel,Rotterdam Centrum,Stadsdriehoek,51.92277619880638,4.488408553442382,Entire home/apt,,1,11,2023-01-09,0.54,1,0,0,0599 1477 39AC 6A26 58D1
691843773304490053,VW camper te huur in Rotterdam.,5572744,Marcel,Delfshaven,Nieuwe Westen,51.91917,4.45365,Entire home/apt,145,5,0,,,1,365,0,0599 FE5F 0183 8867 14C7
693819625903441318,Renewed Private No-Smoking bedroom in Delfshaven,144915679,Lukas,Delfshaven,Delfshaven,51.90811,4.44835,Private room,47,1,108,2024-06-23,4.80,1,29,56,0599 5C79 2AD7 A345 DD72
701379893971350168,Ahoy Rotterdam,186376672,Kamil,Charlois,Oud Charlois,51.88903,4.46888,Entire home/apt,65,1,86,2024-06-12,3.94,2,40,48,05992AFCC2BD01EB2412
702717475221760290,Appartement Rotterdam Blijdorp,45897790,Robin,Noord,Blijdorp,51.92959,4.45628,Entire home/apt,,3,10,2023-07-10,0.47,1,0,1,0599 542C 3725 2F30 4D29
705632015553906887,Spacious minimalist apartment Rotterdam,6570151,Barry,Noord,Liskwartier,51.93799,4.47197,Entire home/apt,86,3,17,2024-03-25,0.78,1,11,7,0599 0D14 22EB 2568 C410
705940017837319598,"Spacious 2 - Bedroom Apartment, fully equipped!",346518766,Dilara,Noord,Bergpolder,51.93311614164432,4.467684235699681,Entire home/apt,169,3,22,2024-05-28,1.01,1,19,11,0599 8A95 7634 51ED 497F
707063048946019782,Bergpolder House - with patio,23473802,Max,Noord,Bergpolder,51.93617,4.46698,Entire home/apt,85,3,0,,,1,141,0,0599 6D3C 6364 9D89 080B
709282288043886522,Studio in center. With sunny roof terrace!,45441966,Martine,Rotterdam Centrum,Oude Westen,51.91733,4.46366,Private room,125,2,65,2024-06-25,3.19,3,269,41,0599 6307 016F 2136 8279
710117948329351564,Modern apartment  in city center,35307100,Coco,Rotterdam Centrum,Cool,51.9219,4.4724,Entire home/apt,149,2,35,2024-06-13,1.74,5,61,17,0599 0CBA 1171 E4BC A1C2
711427909488264310,Charlie Sunny City Studio - West Central,29340357,Kick&Neda,Delfshaven,Middelland,51.91994,4.45704,Entire home/apt,130,5,3,2024-06-08,0.90,17,76,3,0599 F91B E54F CEEB 9D24
712679514381701102,Stylish and spacious flat centrally located,85315,Jacob,Noord,Blijdorp,51.9272,4.45597,Entire home/apt,,2,12,2023-10-30,0.56,2,0,4,0599 284C 6FFD 1D7B 3D6E
712789372977984855,Ruime gezinswoning nabij centrum,15774125,Rob,Feijenoord,Vreewijk,51.88632,4.50274,Entire home/apt,,4,0,,,1,0,0,0599 5FEB 5746 8A23 A3F9
713751285207776886,"Oase in de stad, ruime woonboot, gratis parkeren",359073669,John En Marisa,Noord,Blijdorp,51.93377899999999,4.4509653,Entire home/apt,193,3,67,2024-05-26,3.44,1,173,38,0599 1D18 0623 78FB F357
714306586337576712,Beautiful centrally located apartment in Rotterdam,6944087,Boris,Noord,Provenierswijk,51.92649,4.46695,Entire home/apt,,5,11,2023-07-16,0.56,1,0,1,0599 DD5C 11BD 6DE3 A712
714457060117132531,TJ - Bright and Comfortable Apartment in Rotterdam,74768532,Tjula,Noord,Oude Noorden,51.93312,4.48261,Entire home/apt,80,30,5,2024-04-16,0.30,2,330,3,0599 45B0 B3E2 B61E 60F7
715225202940902659,TJ - Modern and Elegant Apartment w/ Two Bedrooms,74768532,Tjula,Noord,Oude Noorden,51.93449,4.48288,Entire home/apt,90,30,5,2024-03-01,0.28,2,190,4,0599 45B0 B3E2 B61E 60F7
716360734919026648,Sunny spacious white zen apartment with green view,78877502,Wijnand,Hillegersberg-Schiebroek,Schiebroek,51.95818,4.47611,Entire home/apt,150,4,1,2022-11-20,0.05,1,97,0,0599 6CAB A02E BB59 F6D6
717882984239402316,Newly renovated apartment close to central station,54992344,Arman,Noord,Blijdorp,51.93158,4.46482,Entire home/apt,,7,2,2022-12-07,0.10,1,0,0,0599 BC51 622B 30A6 703F
717926780321834191,Beautiful Studio in the Centre of Rotterdam nr. 7,88108496,Vyash,Noord,Provenierswijk,51.92763,4.47053,Entire home/apt,99,1,35,2024-05-05,1.64,11,302,20,Exempt
720037850842629630,Lichte kamer in rustige straat.,15525188,Maaike,Delfshaven,Nieuwe Westen,51.91065,4.45153,Private room,,3,20,2024-06-09,0.96,1,0,14,05992165583C642C286A
722192358773932153,19th century upscale condo at best spot Rotterdam,33278666,Erik,Rotterdam Centrum,Nieuwe Werk,51.90866,4.47985,Entire home/apt,380,1,25,2024-05-15,1.20,1,343,11,0599 4CB2 DF8A CEA6 4F38
722285867478775773,Beautiful large & new house with private parking,6966303,Lisette,Overschie,Zestienhoven,51.94505,4.4568,Entire home/apt,,4,0,,,1,0,0,0599 3690 451B 58E6 53BA
723868864170427318,Beautiful private apartment at center Rotterdam,31581715,Loc,Rotterdam Centrum,Oude Westen,51.91543,4.46422,Entire home/apt,76,2,118,2024-06-22,5.59,2,223,65,05992CAC64CBEA1259F0
726046618140212293,Spacious and relaxing apartment in Rotterdam,4684571,Liz,Charlois,Oud Charlois,51.88725,4.47051,Entire home/apt,215,3,16,2024-06-13,0.78,1,49,7,0599 A86E 1587 96E6 5443
726166159817243574,Ruime kamer op loopafstand van centraal station,85315,Jacob,Noord,Blijdorp,51.9260984,4.456999199999999,Private room,63,2,80,2024-06-23,3.81,2,185,52,0599 284C 6FFD 1D7B 3D6E
730960908526923723,Dorothy Cozy City Studio - West Central,29340357,Kick&Neda,Delfshaven,Middelland,51.92051,4.45777,Entire home/apt,130,5,3,2024-05-24,0.51,17,76,3,0599 4F59 BC18 AA57 0367
730993969302281587,ELLA City Studio - West Central,29340357,Kick&Neda,Delfshaven,Middelland,51.92189,4.45712,Entire home/apt,130,5,3,2024-04-29,0.96,17,74,3,0599 54C8 5588 D9B0 9760
730998185096209503,Frank Cozy City Studio - West Central,29340357,Kick&Neda,Delfshaven,Middelland,51.92172,4.45751,Entire home/apt,135,5,4,2024-04-25,0.83,17,62,4,0599 9656 D862 8903 0DE8
731010765417694137,GRACE Spacious City Apt with Rooftop,29340357,Kick&Neda,Delfshaven,Middelland,51.92168,4.45777,Entire home/apt,211,5,3,2024-04-25,0.26,17,67,3,0599 7764 19EE 7DB1 10E3
732399506509803556,Spacious apartment with tasteful interior,32114324,Karin,Noord,Oude Noorden,51.93835,4.48154,Entire home/apt,,2,12,2024-06-15,0.67,1,0,8,0599 05F6 877D B388 46F5
734582869168934400,Mooi Appartement in Rotterdam,21480171,Marjolein,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.94283,4.48162,Entire home/apt,370,2,8,2023-06-20,0.40,1,173,0,0599 1B45 B67F 81C2 5F3F
737566461678833213,Authentic city apartment +garden,231903383,Nicole,Noord,Bergpolder,51.93702,4.46445,Entire home/apt,,2,2,2023-03-13,0.11,1,0,0,0599BE989FBCE792E602
738103337976037980,Spacious house in quiet area with free parking,13860146,Paul,Hillegersberg-Schiebroek,Terbregge,51.94939400000001,4.506332,Entire home/apt,,2,9,2023-07-30,0.46,1,0,4,0599 DF22 223C B391 3AC7
738783406479254129,Entire apartment in Rotterdam city with garden,26424699,Marije,Kralingen-Crooswijk,Kralingen West,51.925158,4.5004742,Entire home/apt,160,2,2,2024-04-23,0.14,2,6,1,0599 C360 8E4E E8AA A161
739652764845593363,"Spacious, trendy private apartment with 2 bedrooms",51138357,Dave,Noord,Oude Noorden,51.93102349999999,4.4799147,Entire home/apt,200,6,1,2023-07-26,0.09,1,20,1,0599639280965C1BB672
742465507500652936,Moderne gezinswoning nabij het centrum,16057634,Marine,Feijenoord,Afrikaanderwijk,51.89986,4.49796,Entire home/apt,340,2,15,2024-05-20,0.76,1,9,9,0599 C88C 0568 40C0 1BDE
742644374694585669,Volledig ingericht appartement in Hillegersberg,127327838,Alexander,Hillegersberg-Schiebroek,Molenlaankwartier,51.9580138,4.4994463,Entire home/apt,80,30,2,2024-06-19,0.20,1,175,2,0599 4405 A305 8BA2 8F82
745608930539365748,Luxe appartement dicht bij het centrum,302893992,Michiel,Noord,Bergpolder,51.93264,4.46314,Entire home/apt,,2,14,2023-02-07,0.71,11,0,0,0599 1022 BD68 2E3B 7CCD
749021344036165796,room in beautiful apartment close to the city,352380272,Abel,Kralingen-Crooswijk,Oud Crooswijk,51.93062,4.48955,Private room,93,1,72,2024-06-14,3.62,1,79,35,Exempt
750444469657551512,Cosy apartment Rotterdam,63451579,Maarten,Delfshaven,Delfshaven,51.906526,4.458046,Entire home/apt,,3,3,2023-05-07,0.18,1,0,0,0599 30DD 8B61 E37D 7C57
751449013242572302,Mooie appartement in Rotterdam zuid.,486057089,Urjedise,Charlois,Tarwewijk,51.892101186683874,4.477092660963535,Entire home/apt,,7,13,2023-02-28,0.67,1,0,0,0599 76E6 011A 9D87 A47D
751530080453923685,Luxurious apartment (65m2) in lovely neighborhood,13700298,Brigitte,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.94277,4.48277,Entire home/apt,152,2,16,2024-05-20,0.98,1,227,10,0599B8C47D28072F6D3B
751932022994953496,Stijlvolle woning in populaire wijk Blijdorp.,129026999,Azadeh,Noord,Blijdorp,51.930439,4.4614313,Entire home/apt,226,2,23,2024-06-03,1.23,1,50,11,05998133C3A2F61F8360
751963772371629192,Prime Location: Central Rotterdam Stay,486171331,Pia Tamara,Rotterdam Centrum,Stadsdriehoek,51.922053926815984,4.490859451050625,Entire home/apt,169,2,0,,,1,29,0,0599 27C4 E31B 62B6 EA61
756647987853589415,Spacious 1-bedroom unit in Central Rotterdam,262561144,Palash,Rotterdam Centrum,Stadsdriehoek,51.92292,4.49288,Private room,,5,5,2023-02-26,0.27,1,0,0,0599 47BD 5D7F 3664 CCD0
759438261854202293,Studio M’Adam III,51464471,Ali,Delfshaven,Nieuwe Westen,51.919035455261785,4.452535911384463,Entire home/apt,375,2,19,2024-06-13,2.61,2,309,19,0599 F03F 1647 61FE 18CE
760895458094665569,Bright and spacious apartment with modern interior,27988032,Lieke,Charlois,Oud Charlois,51.88715,4.47072,Entire home/apt,,3,2,2024-03-22,0.18,1,0,2,0599 7659 D95C 2730 C9CA
761485822077242138,Central  apartment in Rotterdam,40186103,Shireen,Noord,Bergpolder,51.9342062,4.464535199999999,Entire home/apt,130,2,16,2024-05-26,0.88,1,57,8,0599 C7D2 8B27 EF68 1129
762733506913340435,Charming holiday home in Poortugaal with garden,270242145,Tamara - BELVILLA,Waalhaven-Eemhaven,Eemhaven,51.87298,4.40686,Entire home/apt,132,1,19,2024-04-26,1.11,1,353,10,
